,stn_name,stn_id,stn_lon,stn_lat,stn_ele,stn_obs_hgt,stn_mnet_id,stn_tmzn,stn_datetime_start,stn_datetime_end,stn_notes
123,LOS GATOS,LSGC1,-121.950833,37.204167,1842,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:32, 
122,LOS BANOS,SLRC1,-121.053094,37.0548,323,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:02, 
121,LOS ALTOS,LOAC1,-122.141667,37.354722,539,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:10, 
120,LINCOLN,LICC1,-121.266689,38.881031,210,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:13, 
128,MARKLEEVILLE,MKEC1,-119.774972,38.690444,5501,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:48, 
138,PANOCHE ROAD,PCEC1,-120.765872,36.727136,2055,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:27, 
96,FANCHER CREEK,FCHC1,-119.475719,36.8837,916,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:00, 
94,EEL RIVER (MNF),EELC1,-123.0825,39.825278,1500,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:45, 
71,BOONVILLE,BNVC1,-123.348464,38.987356,644,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:50, 
70,BOGARD R.S.,BOGC1,-121.077947,40.592075,5673,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:00, 
69,BLUE DOOR,BDOC1,-120.337528,41.054083,5927,6.1,2,America/Los_Angeles,1/1/1970 0:00,10/20/2017 18:59, 
68,BLACK DIAMOND,PIBC1,-121.884444,37.95,1600,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:28, 
67,BIG BAR,BGBC1,-123.249178,40.742164,1722,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:20, 
66,BENTON,BETC1,-118.478528,37.843333,5450,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:00, 
65,BEN LOMOND,BNDC1,-122.172606,37.130936,2598,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:50, 
64,BEN BOLT,BENC1,-120.933622,38.590836,905,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:59, 
72,BRANCH MOUNTAIN,BRHC1,-120.084989,35.185233,3770,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:35, 
63,BEAVER,COKC1,-120.315817,38.481903,4651,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:17, 
61,BARNABY,BBEC1,-122.702222,38.028056,810,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:11, 
60,BANGOR,BNGC1,-121.386228,39.380747,803,6.1,2,America/Los_Angeles,1/1/1970 0:00,10/20/2017 18:51, 
59,BALD MTN LOC,BDMC1,-120.705222,38.904167,4613,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:36, 
58,ASH CREEK,MCCC1,-121.980569,41.276808,3677,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:00, 
57,ARROYO SECO,ASRC1,-121.479881,36.235481,879,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:04, 
56,ARROYO GRANDE,ARGC1,-120.392719,35.179147,1048,6.1,2,America/Los_Angeles,6/23/2000 0:00,10/20/2017 18:54, 
55,ALDER SPRINGS,ECKC1,-122.724533,39.651617,4543,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:24, 
54,ALDER POINT,ALDC1,-123.591061,40.186017,1059,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:51, 
62,BEAR PEAK,BPKC1,-118.075556,35.881944,8228,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:10, 
95,BANNER ROAD,ESPC1,-120.48975,38.284417,2803,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:13, 
73,BRAZIE RANCH,BZRC1,-122.599903,41.675756,3090,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:54, 
75,BROOKS,BKSC1,-122.144686,38.738364,354,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:59, 
93,DOYLE,DYLC1,-120.093722,40.058861,4320,6.1,2,America/Los_Angeles,1/1/1970 0:00,10/20/2017 19:11, 
92,READER RANCH,RRRC1,-121.11725,39.303514,1968,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:13, 
91,DIABLO GRANDE,DBLC1,-121.295381,37.329269,1861,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:00, 
90,DEVILS GARDEN,ATSC1,-120.672544,41.528394,5049,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:55, 
89,CRESTVIEW,CRVC1,-118.996581,37.737447,7570,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:53, 
88,CRAZY PEAK,CRZC1,-123.612222,41.976389,3970,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:38, 
87,County Line,WISC1,-122.411694,39.018833,2085,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:36, 
86,CORRALITOS,CTOC1,-121.804881,36.990856,327,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:27, 
74,BRIONES,PLEC1,-122.117778,37.934167,1450,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:28, 
85,CORNING,CRGC1,-122.169733,39.938944,289,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:55, 
83,COHASSET,CSTC1,-121.768983,39.871836,1733,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:51, 
82,OPENSHAW,CICC1,-121.635161,39.589833,268,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:54, 
81,CHESTER,CESC1,-121.243939,40.292608,4547,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:02, 
80,CRANE,CNFC1,-119.820561,37.759469,6634,6.1,2,America/Los_Angeles,4/26/2000 0:00,10/20/2017 19:00, 
79,CARRIZO,CAZC1,-119.773222,35.096528,2490,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:00, 
78,CALLAHAN #2,CLNC1,-122.825525,41.299739,3910,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:16, 
77,CALAVERAS ROAD,PEAC1,-121.843889,37.553056,1230,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:18, 
76,BULL FLAT,BUFC1,-120.115083,40.481472,4678,6.1,2,America/Los_Angeles,1/1/1970 0:00,10/20/2017 19:40, 
84,COOSKIE MOUNTAIN,PTEC1,-124.266028,40.256833,2945,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:08, 
139,PARK RIDGE,PRGC1,-118.9425,36.724167,7540,6.1,2,America/Los_Angeles,5/30/2000 0:00,10/20/2017 19:00, 
140,PARKFIELD,PKFC1,-120.433286,35.898306,1525,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:55, 
141,PATTYMOCUS,PMCC1,-122.874689,40.286083,3772,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:35, 
204,RATTLESNAKE,MKGC1,-118.421667,36.406944,8600,6.1,2,America/Los_Angeles,6/11/2001 0:00,10/4/2017 16:11, 
203,PINNACLES,PCLC1,-121.147278,36.47075,1322,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 19:37, 
403,CALFIRE PORTABLE 34,TT469,-120.6825,35.326111,381,6.1,2,America/Los_Angeles,8/30/2017 20:16,10/20/2017 19:14, 
201,NORTH FORK,NFRC1,-119.505847,37.233069,2721,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 18:55, 
200,MT. SHASTA,MSAC1,-122.316561,41.315336,3573,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 18:54, 
199,MOUNTAIN REST,MTQC1,-119.372089,37.054114,4110,6.1,2,America/Los_Angeles,1/1/1970 0:00,10/20/2017 18:52, 
198,MAD RIVER,MDDC1,-123.523775,40.462994,2873,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 18:53, 
197,JOHNSONDALE,JSNC1,-118.540739,35.971133,4684,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 18:55, 
205,RODEO VALLEY,RDVC1,-123.321292,39.667958,2428,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 19:28, 
196,INDIAN WELL,IDWC1,-121.506389,41.711667,4777,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 19:01, 
194,KNF92 (PATTERSON RIDGE),TR139,-122.992778,41.497333,6400,6.1,2,America/Los_Angeles,4/3/2001 0:00,9/21/2017 15:45, 
193,BLUE MOUNTAIN,BMUC1,-120.863381,41.829908,5746,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 19:27, 
192,Eagle Peak,EPKC1,-122.641944,39.926944,3713,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 19:03, 
191,COLLINS BALDY,CLBC1,-122.951819,41.774964,5476,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 19:31, 
190,HIDDEN VALLEY,HDVC1,-120.626944,40.441917,4452,6.1,2,America/Los_Angeles,1/1/1970 0:00,10/20/2017 19:11, 
189,BLACKROCK,BKRC1,-118.261081,36.093453,8114,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 18:52, 
188,MINARETS,MTTC1,-119.345853,37.40715,5313,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:59, 
187,MAJUBA,MJBN2,-118.519889,40.77275,5293,6.1,2,America/Los_Angeles,1/1/1997 0:00,10/20/2017 19:47, 
195,HAYFORK,HYFC1,-123.165133,40.548514,2325,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 19:24, 
186,TEXAS SPRINGS,TEXN2,-118.451361,41.800861,5760,6.1,2,America/Los_Angeles,1/1/1997 0:00,10/20/2017 19:38, 
206,RUSH CREEK,RSHC1,-120.869606,41.288078,5543,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 19:03, 
208,UHL,UHLC1,-118.648336,35.886675,3768,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 18:59, 
226,CALFIRE PORTABLE 27,TR113,-120.552806,38.746417,4033,6.1,2,America/Los_Angeles,6/26/2001 0:00,10/11/2017 15:52, 
225,CALFIRE PORTABLE 12,TR112,-123.16,39.232,2800,6.1,2,America/Los_Angeles,10/31/2001 0:00,10/19/2017 16:25, 
224,CALFIRE PORTABLE 22,TR107,-120.303817,40.351517,3990,6.1,2,America/Los_Angeles,10/11/2001 0:00,10/20/2017 19:49, 
223,CFA RAWS,CFAC1,-120.930278,38.38,660,6.1,2,America/Los_Angeles,9/7/2001 0:00,10/20/2017 19:05, 
222,CATHEYS VALLEY,CVBC1,-120.076967,37.380242,1234,6.1,2,America/Los_Angeles,12/11/2001 0:00,10/20/2017 19:27, 
221,CARPENTER RIDGE,CDEC1,-121.584,40.068656,4816,6.1,2,America/Los_Angeles,6/26/2001 0:00,10/20/2017 18:54, 
220,BLUE RIDGE (KNF),BUGC1,-123.188969,41.269094,5859,6.1,2,America/Los_Angeles,6/26/2001 0:00,10/20/2017 18:51, 
219,PNF13 PORTABLE,TR999,-120.761633,39.77025,6881,6.1,2,America/Los_Angeles,4/9/2002 0:00,10/20/2017 19:34, 
207,SUGARLOAF (SHF),SLFC1,-122.434833,40.915961,3259,6.1,2,America/Los_Angeles,6/1/2001 0:00,10/20/2017 19:19, 
218,BATTERSON,BSNC1,-119.629531,37.378422,3176,6.1,2,America/Los_Angeles,6/26/2001 0:00,10/20/2017 19:48, 
216,BACKBONE,BABC1,-123.142514,40.889286,4609,6.1,2,America/Los_Angeles,6/26/2001 0:00,10/20/2017 19:32, 
215,ARBUCKLE BASIN,PLIC1,-122.830933,40.437836,2452,6.1,2,America/Los_Angeles,12/11/2001 0:00,10/20/2017 18:54, 
214,DOG VALLEY,DOGC1,-120.047778,39.561944,5976,6.1,2,America/Los_Angeles,5/2/2001 0:00,10/20/2017 19:49, 
213,WALKER,WALC1,-119.459167,38.565278,5440,6.1,2,America/Los_Angeles,4/19/2001 0:00,10/20/2017 19:48, 
212,PINEHURST,PHRC1,-119.018703,36.697333,4066,6.1,2,America/Los_Angeles,4/19/2001 0:00,10/20/2017 18:58, 
211,SURPRISE VALLEY,SSYC1,-120.161444,41.622278,4591,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 19:39, 
210,HOPLAND UC,HPDC1,-123.080556,39.030833,2682,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 19:15, 
209,FIVE CENT,WEFC1,-122.932136,40.753647,2602,6.1,2,America/Los_Angeles,4/3/2001 0:00,10/20/2017 19:20, 
217,WOFFORD HEIGHTS,WFHC1,-118.498889,35.721667,3935,6.1,2,America/Los_Angeles,6/26/2001 0:00,10/20/2017 19:00, 
185,JUNIPER SPRINGS,JSPN2,-119.776722,41.0805,5536,6.1,2,America/Los_Angeles,7/28/1998 0:00,10/20/2017 19:24, 
184,FOX MOUNTAIN,FOXN2,-119.568056,41.006111,6890,6.1,2,America/Los_Angeles,7/28/1998 0:00,10/20/2017 19:37, 
183,FISH SPRINGS,FISN2,-119.64175,38.924694,5230,6.1,2,America/Los_Angeles,7/28/1998 0:00,10/20/2017 19:33, 
159,SODA CREEK,SOAC1,-122.977222,39.425,1725,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:21, 
158,SLATER BUTTE,ATRC1,-123.353661,41.858336,4621,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:52, 
157,SIMS,SMSC1,-122.369931,41.071303,2537,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:32, 
156,SHADEQUARTER,SHQC1,-118.957875,36.567072,4340,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:55, 
155,SECRET TOWN,SETC1,-120.884422,39.183833,2757,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:28, 
154,SCORPION,CFCC1,-122.697467,41.109483,3365,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:31, 
153,SAWYERS BAR,SWBC1,-123.129714,41.301233,2455,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:22, 
152,SANTA ROSA,RSAC1,-122.711797,38.478483,599,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:29, 
160,SOLDIER MTN,SDRC1,-121.584325,40.926781,3704,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:13, 
151,SANTA RITA,SRTC1,-120.600111,36.348111,5036,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:57, 
149,ROSE PEAK,RSPC1,-121.735556,37.501944,3060,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:28, 
148,QUINCY RD,QYRC1,-120.941944,39.973333,3652,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:15, 
147,QUARTZ HILL,QTZC1,-122.933675,41.599119,4225,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:28, 
146,PULGAS,PUGC1,-122.298056,37.475,644,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:18, 
145,POVERTY,MIPC1,-121.770556,37.443056,2066,6.1,2,America/Los_Angeles,5/11/2002 0:00,10/20/2017 19:19, 
144,PILOT HILL,PLTC1,-121.0092,38.831681,1249,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:56, 
143,Pike County Lookout,PKCC1,-121.202394,39.474683,3701,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:10, 
142,PIERCE,PIEC1,-120.642222,40.246111,5811,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:15, 
150,ROUND MOUNTAIN,RNDC1,-121.462633,41.427042,5255,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:15, 
161,SOMES BAR,SMBC1,-123.492589,41.390267,915,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:16, 
162,SPRING VALLEY,HSPC1,-122.436389,37.5625,1075,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:18, 
163,STAMPEDE,SMDC1,-120.086975,39.471094,6207,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:33, 
182,DRY CANYON,DRYN2,-119.113444,41.443583,4900,6.1,2,America/Los_Angeles,7/28/1998 0:00,10/20/2017 19:38, 
181,DESERT SPRINGS,DESN2,-119.77,39.6725,5280,6.1,2,America/Los_Angeles,7/28/1998 0:00,10/20/2017 19:40, 
180,DEAD CAMEL MOUNTAIN,DEDN2,-118.943083,39.261972,4549,6.1,2,America/Los_Angeles,7/28/1998 0:00,10/20/2017 19:47, 
179,CATNIP MOUNTAIN,CATN2,-119.497194,41.921861,5750,6.1,2,America/Los_Angeles,7/28/1998 0:00,10/20/2017 19:27, 
178,BUFFALO CREEK,BUFN2,-119.788806,40.580583,3940,6.1,2,America/Los_Angeles,1/1/1970 0:00,10/20/2017 18:59, 
177,BLUEWING MOUNTAIN,BLUN2,-119.121611,40.501472,4570,6.1,2,America/Los_Angeles,7/28/1998 0:00,10/20/2017 19:37, 
176,BARREL SPRINGS,BRLN2,-119.939333,41.910722,5731,6.1,2,America/Los_Angeles,7/28/1998 0:00,10/20/2017 18:59, 
175,YOLLA BOLLA,YOBC1,-123.065622,40.337447,4481,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:35, 
174,WWOLF,WWRC1,-119.651667,37.859417,8038,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:53, 
173,WOLVERTON,WVTC1,-118.703333,36.445,5240,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:24, 
172,WHITMORE,WITC1,-121.899622,40.619475,2499,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:25, 
171,WHITE CLOUD,CISC1,-120.8375,39.316667,4320,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:33, 
170,WESTWOOD,WWDC1,-120.903322,40.305867,6155,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 18:56, 
169,WEED AIRPORT,WEEC1,-122.454625,41.478925,2929,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:48, 
168,WALKER PASS,ONYC1,-118.056944,35.665833,5572,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:00, 
167,VAN BREMMER,VABC1,-121.794875,41.642967,5303,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:31, 
166,TRINITY CAMP,TCAC1,-122.804486,40.786419,3308,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:28, 
165,DOUBLE H,TR730,-118.044167,41.6525,6380,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:47, 
164,THOMES CREEK,TCKC1,-122.609903,39.854214,1029,6.1,2,America/Los_Angeles,12/2/1999 0:00,10/20/2017 19:28, 
228,DINKEY,DKYC1,-119.157264,37.066492,5737,6.1,2,America/Los_Angeles,6/26/2001 0:00,10/20/2017 19:05, 
404,BLACK ROCK PLAYA,TT484,-119.194222,40.756667,3916,6.1,2,UTC,12:04.5,12:04.5, 
